,No. Pesanan,Status Pesanan,Nama Produk,Nama Variasi,Harga Setelah Diskon,Jumlah,Potongan Koin Shopee,Ongkos Kirim Dibayar oleh Pembeli,Total Pembayaran,Username (Pembeli),Kota/Kabupaten,Waktu Pembayaran,Pesanan Dibuat
725,,,Cat lukis,"Kuning,80ml",Rp 16.500,1,,,,,,,
726,,,Cat lukis,"Biru,80ml",Rp 16.500,1,,,,,,,
727,,,Cat lukis,"Hitam,20ml",Rp 5.500,1,,,,,,,
728,,,Cat lukis,"Putih,80ml",Rp 16.500,1,,,,,,,
729,200413DP07STU9,Selesai,DIY metamorfosis,,Rp 38.000,1,0.0,Rp 10.000,Rp 48.000,selvie.wijaya,KOTA JAKARTA BARAT,2020-04-13 16:45,2020-04-13 16:45
730,200413DQFB8NMC,Selesai,Kanvas lukis,,Rp 17.000,4,0.0,Rp 30.000,Rp 98.000,monicdevina,KOTA JAKARTA SELATAN,2020-04-13 17:11,2020-04-13 17:11
731,200413DRVSUBKW,Batal,Cat lukis,"Merah,20ml",Rp 5.500,1,0.0,Rp 30.000,Rp 131.400,nadasaafia,KOTA JAKARTA SELATAN,-,2020-04-13 17:36
732,,,Cat lukis,"Pink,20ml",Rp 5.700,1,,,,,,,
733,,,Cat lukis,"Kuning,20ml",Rp 5.500,1,,,,,,,
734,,,Cat lukis,"Biru,20ml",Rp 5.500,1,,,,,,,
735,,,Cat lukis,"Ungu,20ml",Rp 5.700,1,,,,,,,
736,,,Cat lukis,"Hijau,20ml",Rp 5.500,1,,,,,,,
737,,,Kanvas lukis,,Rp 17.000,4,,,,,,,
738,200413DY4MVRN5,Batal,Deli washable,,Rp 59.500,1,4440.0,Rp 27.000,Rp 82.060,amelia.stacia,KOTA PONTIANAK,2020-04-13 19:28,2020-04-13 19:28
739,200414FK5UGE2X,Selesai,Cat lukis,"Merah,20ml",Rp 5.500,1,0.0,Rp 10.000,Rp 37.500,muthiaahabrina,KOTA CILEGON,2020-04-14 11:00,2020-04-14 10:59
740,,,Cat lukis,"Kuning,20ml",Rp 5.500,1,,,,,,,
741,,,Cat lukis,"Biru,20ml",Rp 5.500,1,,,,,,,
742,,,Cat lukis,"Hitam,20ml",Rp 5.500,1,,,,,,,
743,,,Cat lukis,"Putih,20ml",Rp 5.500,1,,,,,,,
744,200414FRB4UA09,Selesai,Cat lukis,"Merah,80ml",Rp 16.500,1,0.0,Rp 10.000,Rp 84.500,ginasti05,KOTA JAKARTA SELATAN,2020-04-14 12:32,2020-04-14 12:32
745,,,Cat lukis,"Kuning,80ml",Rp 16.500,1,,,,,,,
746,,,Cat lukis,"Biru,80ml",Rp 16.500,1,,,,,,,
747,,,50-100pcs pompom,"50pcs,1,5cm",Rp 8.000,1,,,,,,,
748,,,Kanvas lukis,,Rp 17.000,1,,,,,,,
749,200414FUV5JG0J,Selesai,Kanvas lukis,,Rp 17.000,2,0.0,Rp 0,Rp 34.000,nolarizal,KOTA JAKARTA TIMUR,2020-04-14 13:35,2020-04-14 13:35
750,200415JA2JANNE,Selesai,Cat lukis,"Merah,80ml",Rp 16.500,1,12375.0,Rp 0,Rp 37.125,pujiepencawan5391,KAB. BOGOR,2020-04-15 12:55,2020-04-15 12:54
751,,,Cat lukis,"Kuning,80ml",Rp 16.500,1,,,,,,,
752,,,Cat lukis,"Biru,80ml",Rp 16.500,1,,,,,,,
753,200415JQTTCGC1,Selesai,Scooper scissors,,Rp 25.000,1,0.0,Rp 10.000,Rp 35.000,ladydi1208,KOTA JAKARTA UTARA,2020-04-15 17:01,2020-04-15 17:01
754,200415K984ATNC,Selesai,Cat lukis,"Merah,20ml",Rp 5.500,1,8350.0,Rp 0,Rp 25.050,gel220988,KOTA JAKARTA UTARA,2020-04-15 22:13,2020-04-15 22:12
755,,,Cat lukis,"Orange,20ml",Rp 5.700,1,,,,,,,
756,,,Cat lukis,"Kuning,20ml",Rp 5.500,1,,,,,,,
757,,,Cat lukis,"Biru,20ml",Rp 5.500,1,,,,,,,
758,,,Cat lukis,"Violet,20ml",Rp 5.700,1,,,,,,,
759,,,Cat lukis,"Hijau,20ml",Rp 5.500,1,,,,,,,
760,200416M8RU2J04,Selesai,Deli washable,,Rp 59.500,1,0.0,Rp 0,Rp 148.000,eleanor_colleen,KOTA SURABAYA,2020-04-16 07:37,2020-04-16 07:36
761,,,Cat lukis,"Merah,80ml",Rp 16.500,1,,,,,,,
762,,,Cat lukis,"Kuning,80ml",Rp 16.500,1,,,,,,,
763,,,Cat lukis,"Biru,80ml",Rp 16.500,1,,,,,,,
764,,,Cat lukis,"Violet,80ml",Rp 17.000,1,,,,,,,
765,,,Cat lukis,"Hitam,20ml",Rp 5.500,1,,,,,,,
766,,,Cat lukis,"Putih,80ml",Rp 16.500,1,,,,,,,
767,200416MC2WV1GA,Selesai,50-100pcs pompom,"50pcs,1,5cm",Rp 8.000,1,0.0,Rp 20.000,Rp 170.000,siskaayusoraya,KOTA PADANG,2020-04-16 08:46,2020-04-16 08:36
768,,,Sort the,Waterbeads - ulat,Rp 68.500,1,,,,,,,
769,,,Animal play,Fish,Rp 48.500,1,,,,,,,
770,,,Scooper scissors,,Rp 25.000,1,,,,,,,
771,200416MG65C5RU,Selesai,Cat lukis,"Merah,20ml",Rp 5.500,1,0.0,Rp 0,Rp 44.700,dinnioctaviany,KOTA JAKARTA BARAT,2020-04-16 09:49,2020-04-16 09:49
772,,,Cat lukis,"Orange,20ml",Rp 5.700,1,,,,,,,
773,,,Cat lukis,"Kuning,20ml",Rp 5.500,1,,,,,,,
774,,,Cat lukis,"Biru muda,20ml",Rp 5.500,1,,,,,,,
775,,,Cat lukis,"Hijau,20ml",Rp 5.500,1,,,,,,,
776,,,Kanvas lukis,,Rp 17.000,1,,,,,,,
777,200416MQS1K00N,Selesai,Giant waterbeads,"50 gram,Kecil",Rp 8.900,1,0.0,Rp 12.000,Rp 20.900,inggrid.natalia,KOTA BANDUNG,2020-04-16 12:06,2020-04-16 12:05
778,200416N6HDC33X,Selesai,Cat lukis,"Merah,80ml",Rp 16.500,1,0.0,Rp 17.000,Rp 116.500,irenehartanto,KOTA MEDAN,2020-04-16 16:30,2020-04-16 16:29
779,,,Cat lukis,"Orange,80ml",Rp 17.000,1,,,,,,,
780,,,Cat lukis,"Kuning,80ml",Rp 16.500,1,,,,,,,
781,,,Cat lukis,"Biru,80ml",Rp 16.500,1,,,,,,,
782,,,Cat lukis,"Biru muda,80ml",Rp 16.500,1,,,,,,,
783,,,Cat lukis,"Hijau,80ml",Rp 16.500,1,,,,,,,
784,200416NFXMAKY3,Selesai,Cat lukis,"Merah,20ml",Rp 5.500,1,0.0,Rp 0,Rp 38.900,cornel_onel,KOTA JAKARTA BARAT,2020-04-16 19:18,2020-04-16 19:18
785,,,Cat lukis,"Pink,20ml",Rp 5.700,1,,,,,,,
786,,,Cat lukis,"Kuning,20ml",Rp 5.500,1,,,,,,,
787,,,Cat lukis,"Biru muda,20ml",Rp 5.500,1,,,,,,,
788,,,Cat lukis,"Violet,20ml",Rp 5.700,1,,,,,,,
789,,,Cat lukis,"Hijau,20ml",Rp 5.500,1,,,,,,,
790,,,Cat lukis,"Hitam,20ml",Rp 5.500,1,,,,,,,
791,200416NN06AC8F,Selesai,Deli washable,,Rp 59.500,1,0.0,Rp 2.000,Rp 61.500,elvanadiya,KOTA BANDUNG,2020-04-16 20:48,2020-04-16 20:48
792,200416NRJ32BP1,Selesai,Deli washable,,Rp 59.500,1,0.0,Rp 10.000,Rp 185.500,ch5912a,KAB. BOGOR,2020-04-16 21:53,2020-04-16 21:52
793,,,Cat lukis,"Merah,80ml",Rp 16.500,1,,,,,,,
794,,,Cat lukis,"Pink,80ml",Rp 17.000,1,,,,,,,
795,,,Cat lukis,"Kuning,80ml",Rp 16.500,1,,,,,,,
796,,,Cat lukis,"Biru,80ml",Rp 16.500,1,,,,,,,
797,,,Cat lukis,"Biru muda,80ml",Rp 16.500,1,,,,,,,
798,,,Cat lukis,"Hijau,80ml",Rp 16.500,1,,,,,,,
799,,,Cat lukis,"Hitam,80ml",Rp 16.500,1,,,,,,,
800,200416NUUNX6MH,Selesai,Deli washable,,Rp 59.500,1,0.0,Rp 15.000,Rp 75.990,linamerliana,KOTA TASIKMALAYA,2020-04-16 22:52,2020-04-16 22:51
801,200417PUPXQF5Q,Selesai,Cat lukis,"Merah,20ml",Rp 5.500,1,5382.0,Rp 0,Rp 28.118,zearventranvee,KAB. BOGOR,2020-04-17 08:21,2020-04-17 08:21
802,,,Cat lukis,"Kuning,20ml",Rp 5.500,1,,,,,,,
803,,,Cat lukis,"Biru,20ml",Rp 5.500,1,,,,,,,
804,,,Kanvas lukis,,Rp 17.000,1,,,,,,,
805,200417Q5F01WPR,Selesai,Animal play,Fish,Rp 48.500,1,0.0,Rp 20.000,Rp 128.775,oikaina,KOTA TANGERANG,2020-04-17 11:15,2020-04-17 11:15
806,,,Animal play,Aquamarine,Rp 59.000,1,,,,,,,
807,200417Q7A5XFJS,Selesai,Cat lukis,"Merah,80ml",Rp 16.500,1,0.0,Rp 0,Rp 116.500,yennikristiani08,KOTA JAKARTA UTARA,2020-04-17 11:49,2020-04-17 11:48
808,,,Cat lukis,"Pink,80ml",Rp 17.000,1,,,,,,,
809,,,Cat lukis,"Kuning,80ml",Rp 16.500,1,,,,,,,
810,,,Cat lukis,"Biru,80ml",Rp 16.500,1,,,,,,,
811,,,Cat lukis,"Biru muda,80ml",Rp 16.500,1,,,,,,,
812,,,Cat lukis,"Ungu,80ml",Rp 17.000,1,,,,,,,
813,,,Cat lukis,"Hijau,80ml",Rp 16.500,1,,,,,,,
814,200417QBA6T1KG,Selesai,Cat lukis,"Pink,20ml",Rp 5.700,1,674.0,Rp 0,Rp 55.071,gizca_velicita,KOTA JAKARTA TIMUR,2020-04-17 13:00,2020-04-17 13:00
815,,,Cat lukis,"Merah,80ml",Rp 16.500,1,,,,,,,
816,,,Cat lukis,"Kuning,80ml",Rp 16.500,1,,,,,,,
817,,,Cat lukis,"Biru muda,80ml",Rp 16.500,1,,,,,,,
818,200417QF512XG1,Selesai,Animal play,Aquamarine,Rp 59.000,1,0.0,Rp 20.000,Rp 79.000,karina1106,KOTA JAKARTA PUSAT,2020-04-17 14:11,2020-04-17 14:09
819,200418SC1XPTWM,Selesai,Giant waterbeads,"50 gram,Kecil",Rp 8.900,4,0.0,Rp 0,Rp 35.600,gitaries,KOTA BOGOR,2020-04-18 08:19,2020-04-18 08:19
820,200418SK52V1D1,Selesai,Deli washable,,Rp 59.500,1,5716.0,Rp 0,Rp 53.784,didy23lychee,KOTA JAKARTA SELATAN,2020-04-18 10:26,2020-04-18 10:26
821,200418SNJGXFUP,Selesai,Sort the,Waterbeads - ulat,Rp 68.500,1,0.0,Rp 0,Rp 127.500,kaialashes,KAB. TANGERANG,2020-04-18 11:09,2020-04-18 11:09
822,,,Animal play,Aquamarine,Rp 59.000,1,,,,,,,
823,200418SYJ1WJ1W,Batal,Cat lukis,"Orange,80ml",Rp 17.000,6,0.0,Rp 0,Rp 102.000,laily246,KOTA MAKASSAR,-,2020-04-18 14:08
824,200418T0C0PHBX,Selesai,Deli washable,,Rp 59.500,1,0.0,Rp 24.000,Rp 249.050,putrasyahputra90,KOTA BEKASI,2020-04-18 14:23,2020-04-18 14:22
825,,,Cat lukis,"Orange,20ml",Rp 5.700,1,,,,,,,
826,,,Cat lukis,"Biru muda,20ml",Rp 5.500,1,,,,,,,
827,,,Cat lukis,"Ungu,20ml",Rp 5.700,1,,,,,,,
828,,,Cat lukis,"Hijau,20ml",Rp 5.500,1,,,,,,,
829,,,Instant snow,,Rp 545,30,,,,,,,
830,,,Animal play,Aquamarine,Rp 59.000,1,,,,,,,
831,,,Giant waterbeads,"50 gram,Kecil",Rp 8.900,2,,,,,,,
832,,,Scooper scissors,,Rp 25.000,2,,,,,,,
833,200418T0NPPNSF,Selesai,Cat lukis,"Biru muda,80ml",Rp 16.500,30,0.0,Rp 79.000,Rp 574.000,laily246,KOTA MAKASSAR,2020-04-18 14:29,2020-04-18 14:28
834,200418T6HUTWGD,Batal,Cat lukis,"Kuning,80ml",Rp 16.500,1,0.0,Rp 12.000,Rp 45.000,byrinofficial,KOTA BANDUNG,2020-04-18 16:15,2020-04-18 16:13
835,,,Cat lukis,"Biru,80ml",Rp 16.500,1,,,,,,,
836,200419UMQFK0HC,Selesai,Cat lukis,"Pink,80ml",Rp 17.000,1,0.0,Rp 20.000,Rp 86.500,momysafa,KAB. LAMONGAN,2020-04-19 05:59,2020-04-19 05:59
837,,,Cat lukis,"Kuning,80ml",Rp 16.500,1,,,,,,,
838,,,Cat lukis,"Biru,80ml",Rp 16.500,1,,,,,,,
839,,,Cat lukis,"Hijau,80ml",Rp 16.500,1,,,,,,,
840,200419UTUP0BTN,Selesai,Giant waterbeads,"25 gram,Kecil",Rp 4.500,1,0.0,Rp 0,Rp 31.200,ratujulia,KOTA SERANG,2020-04-19 07:49,2020-04-19 07:49
841,,,Giant waterbeads,"50 gram,Kecil",Rp 8.900,3,,,,,,,
842,200419V3HWWKYW,Selesai,Deli washable,,Rp 59.500,1,0.0,Rp 0,Rp 203.900,yuardiwan,KOTA JAKARTA BARAT,2020-04-19 10:25,2020-04-19 10:24
843,,,Cat lukis,"Ungu,20ml",Rp 5.700,1,,,,,,,
844,,,Cat lukis,"Violet,20ml",Rp 5.700,1,,,,,,,
845,,,Cat lukis,"Merah,80ml",Rp 16.500,1,,,,,,,
846,,,Cat lukis,"Pink,80ml",Rp 17.000,1,,,,,,,
847,,,Cat lukis,"Orange,80ml",Rp 17.000,1,,,,,,,
848,,,Cat lukis,"Kuning,80ml",Rp 16.500,1,,,,,,,
849,,,Cat lukis,"Biru,80ml",Rp 16.500,1,,,,,,,
850,,,Cat lukis,"Biru muda,80ml",Rp 16.500,1,,,,,,,
851,,,Cat lukis,"Hijau,80ml",Rp 16.500,1,,,,,,,
852,,,Cat lukis,"Hitam,80ml",Rp 16.500,1,,,,,,,
853,200419V5YH6U95,Selesai,Giant waterbeads,"50 gram,Kecil",Rp 8.900,4,0.0,Rp 0,Rp 35.600,adelinekputri,KOTA JAKARTA UTARA,2020-04-19 11:08,2020-04-19 11:08
854,200419V71KYQ6D,Selesai,Cat lukis,"Merah,80ml",Rp 16.500,1,0.0,Rp 19.000,Rp 117.100,atikacharisma,KOTA SURAKARTA (SOLO),2020-04-19 11:45,2020-04-19 11:27
855,,,Cat lukis,"Kuning,80ml",Rp 16.500,1,,,,,,,
856,,,Cat lukis,"Biru,80ml",Rp 16.500,1,,,,,,,
857,,,Cat lukis,"Hijau,15ml",Rp 4.700,1,,,,,,,
858,,,Giant waterbeads,"50 gram,Kecil",Rp 8.900,1,,,,,,,
859,,,Busy jar,,Rp 35.000,1,,,,,,,
860,200419VHH0U8MM,Selesai,Cat lukis,"Merah,15ml",Rp 4.700,1,0.0,Rp 0,Rp 33.800,itha_fashion,KOTA JAKARTA UTARA,2020-04-19 14:35,2020-04-19 14:34
861,,,Cat lukis,"Pink,15ml",Rp 5.000,1,,,,,,,
862,,,Cat lukis,"Orange,15ml",Rp 5.000,1,,,,,,,
863,,,Cat lukis,"Kuning,15ml",Rp 4.700,1,,,,,,,
864,,,Cat lukis,"Biru,15ml",Rp 4.700,1,,,,,,,
865,,,Cat lukis,"Ungu,15ml",Rp 5.000,1,,,,,,,
866,,,Cat lukis,"Hijau,15ml",Rp 4.700,1,,,,,,,
867,200419021TJJ5S,Batal,Animal play,Fish,Rp 48.500,1,734.0,Rp 0,Rp 47.766,yfslooks8,KOTA JAKARTA BARAT,-,2020-04-19 20:30
868,20042017QUWM9B,Selesai,Animal play,Aquamarine,Rp 59.000,1,0.0,Rp 0,Rp 59.000,tarian123456789,KOTA JAKARTA UTARA,2020-04-20 07:45,2020-04-20 07:44
869,2004201FAM08R4,Selesai,Cat lukis,"Pink,20ml",Rp 5.800,1,0.0,Rp 2.000,Rp 69.589,nisa_assin,KOTA BANDUNG,2020-04-20 10:01,2020-04-20 10:00
870,,,Cat lukis,"Orange,20ml",Rp 5.800,1,,,,,,,
871,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
872,,,Cat lukis,"Merah,80ml",Rp 16.500,1,,,,,,,
873,,,Cat lukis,"Kuning,80ml",Rp 16.500,1,,,,,,,
874,,,Cat lukis,"Biru muda,80ml",Rp 16.500,1,,,,,,,
875,2004201W2Q9VKR,Selesai,Instant snow,,Rp 580,20,0.0,Rp 20.000,Rp 49.600,avelshop07,KOTA JAKARTA UTARA,2020-04-20 14:06,2020-04-20 14:06
876,,,Giant waterbeads,25 gram,Rp 4.500,4,,,,,,,
877,2004212X843WHA,Selesai,Cat lukis,"Merah,80ml",Rp 16.500,1,8722.0,Rp 0,Rp 91.278,murrytania,KOTA JAKARTA BARAT,2020-04-21 00:00,2020-04-21 00:00
878,,,Cat lukis,"Orange,80ml",Rp 17.000,1,,,,,,,
879,,,Cat lukis,"Kuning,80ml",Rp 16.500,1,,,,,,,
880,,,Cat lukis,"Biru muda,80ml",Rp 16.500,1,,,,,,,
881,,,Cat lukis,"Ungu,80ml",Rp 17.000,1,,,,,,,
882,,,Cat lukis,"Hijau,80ml",Rp 16.500,1,,,,,,,
883,200421447VKK4F,Selesai,Sort the,Waterbeads - ulat,Rp 68.500,1,12700.0,Rp 24.000,Rp 195.000,siszca,KOTA MEDAN,2020-04-21 11:20,2020-04-21 11:19
884,,,Instant snow,,Rp 580,20,,,,,,,
885,,,Animal play,Aquamarine,Rp 61.000,1,,,,,,,
886,,,Giant waterbeads,50 gram,Rp 8.800,2,,,,,,,
887,,,Scooper scissors,,Rp 25.000,1,,,,,,,
888,2004214847F09M,Selesai,Deli washable,,Rp 59.500,1,0.0,Rp 15.000,Rp 74.500,winda_lestari88,KAB. BANDUNG BARAT,2020-04-21 12:42,2020-04-21 12:29
889,2004214G4V6M2G,Selesai,Deli washable,,Rp 59.500,1,0.0,Rp 10.000,Rp 69.500,kupingseller,KOTA JAKARTA TIMUR,2020-04-21 15:28,2020-04-21 14:53
890,2004214HMD38J0,Batal,Cat lukis,"Merah,20ml",Rp 5.600,1,0.0,Rp 82.000,Rp 242.900,kichieliap,KOTA BANJARMASIN,-,2020-04-21 15:19
891,,,Cat lukis,"Orange,20ml",Rp 5.800,1,,,,,,,
892,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
893,,,Cat lukis,"Biru,20ml",Rp 5.600,1,,,,,,,
894,,,Cat lukis,"Biru muda,20ml",Rp 5.600,1,,,,,,,
895,,,Cat lukis,"Ungu,20ml",Rp 5.800,1,,,,,,,
896,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
897,,,Cat lukis,"Hitam,20ml",Rp 5.600,1,,,,,,,
898,,,Cat lukis,"Coklat,20ml",Rp 5.600,1,,,,,,,
899,,,Instant snow,,Rp 600,1,,,,,,,
900,,,Animal play,Aquamarine,Rp 61.000,1,,,,,,,
901,,,Giant waterbeads,50 gram,Rp 8.800,1,,,,,,,
902,,,Busy jar,,Rp 37.000,1,,,,,,,
903,2004214J0E7H9F,Selesai,Cat lukis,"Merah,20ml",Rp 5.600,1,0.0,Rp 32.000,Rp 206.244,kichieliap,KOTA BANJARMASIN,2020-04-21 15:28,2020-04-21 15:26
904,,,Cat lukis,"Orange,20ml",Rp 5.800,1,,,,,,,
905,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
906,,,Cat lukis,"Biru,20ml",Rp 5.600,1,,,,,,,
907,,,Cat lukis,"Biru muda,20ml",Rp 5.600,1,,,,,,,
908,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
909,,,Cat lukis,"Violet,80ml",Rp 17.000,1,,,,,,,
910,,,Cat lukis,"Hitam,20ml",Rp 5.600,1,,,,,,,
911,,,Cat lukis,"Coklat,20ml",Rp 5.600,1,,,,,,,
912,,,Instant snow,,Rp 600,2,,,,,,,
913,,,Animal play,Aquamarine,Rp 61.000,1,,,,,,,
914,,,Giant waterbeads,50 gram,Rp 8.800,1,,,,,,,
915,,,Busy jar,,Rp 37.000,1,,,,,,,
916,2004214JH2369A,Selesai,Cat lukis,"Orange,20ml",Rp 5.800,1,0.0,Rp 20.000,Rp 190.300,audianywinaga,KOTA JAKARTA BARAT,2020-04-21 15:35,2020-04-21 15:35
917,,,Cat lukis,"Biru,20ml",Rp 5.600,1,,,,,,,
918,,,Cat lukis,"Biru muda,20ml",Rp 5.600,1,,,,,,,
919,,,Cat lukis,"Violet,20ml",Rp 5.800,1,,,,,,,
920,,,Cat lukis,"Merah,80ml",Rp 16.500,1,,,,,,,
921,,,Cat lukis,"Pink,80ml",Rp 17.000,1,,,,,,,
922,,,Cat lukis,"Kuning,80ml",Rp 16.500,1,,,,,,,
923,,,Cat lukis,"Hijau,80ml",Rp 16.500,1,,,,,,,
924,,,Cat lukis,"Hitam,20ml",Rp 5.600,1,,,,,,,
925,,,Cat lukis,"Coklat,20ml",Rp 5.600,1,,,,,,,
926,,,Animal play,Aquamarine,Rp 61.000,1,,,,,,,
927,,,Giant waterbeads,50 gram,Rp 8.800,1,,,,,,,
928,2004214PT932KM,Selesai,Cat lukis,"Merah,20ml",Rp 5.600,1,0.0,Rp 20.000,Rp 143.616,iraaari,KOTA PEKANBARU,2020-04-21 16:54,2020-04-21 16:52
929,,,Cat lukis,"Pink,20ml",Rp 5.800,1,,,,,,,
930,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
931,,,Cat lukis,"Biru,20ml",Rp 5.600,1,,,,,,,
932,,,Cat lukis,"Violet,20ml",Rp 5.800,1,,,,,,,
933,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
934,,,Instant snow,,Rp 600,6,,,,,,,
935,,,Animal play,Dino,Rp 53.500,1,,,,,,,
936,,,Giant waterbeads,25 gram,Rp 4.500,1,,,,,,,
937,,,Scooper scissors,,Rp 25.000,1,,,,,,,
938,2004214UAQA84X,Batal,Animal play,Dino,Rp 53.500,1,0.0,Rp 88.000,Rp 186.862,dwintarahmalah,KAB. MINAHASA,-,2020-04-21 18:13
939,,,Giant waterbeads,50 gram,Rp 8.800,2,,,,,,,
940,,,Scooper scissors,,Rp 25.000,1,,,,,,,
941,20042157NCNYSF,Selesai,Sort the,Waterbeads - ulat,Rp 68.500,1,0.0,Rp 0,Rp 69.870,hibed.id,KAB. TANGERANG,2020-04-21 21:54,2020-04-21 21:53
942,2004225G2VSYWK,Selesai,Cat lukis,"Merah,20ml",Rp 5.600,1,0.0,Rp 10.000,Rp 89.100,karlinalestarirazak,KOTA BEKASI,2020-04-22 00:25,2020-04-22 00:24
943,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
944,,,Cat lukis,"Biru,20ml",Rp 5.600,1,,,,,,,
945,,,Animal play,Dino,Rp 53.500,1,,,,,,,
946,,,Giant waterbeads,50 gram,Rp 8.800,1,,,,,,,
947,2004226G2RUVMB,Selesai,Scooper scissors,,Rp 25.000,1,0.0,Rp 10.000,Rp 35.000,ichaa.fauziyah,KOTA TANGERANG,2020-04-22 09:57,2020-04-22 09:57
948,2004227BWBFF3T,Selesai,Cat lukis,"Merah,20ml",Rp 5.600,1,0.0,Rp 36.000,Rp 151.337,emeliaveronicamanurung,KOTA TANGERANG,2020-04-22 18:16,2020-04-22 18:15
949,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
950,,,Cat lukis,"Biru,20ml",Rp 5.600,1,,,,,,,
951,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
952,,,Instant snow,,Rp 580,10,,,,,,,
953,,,Animal play,Fish,Rp 49.500,1,,,,,,,
954,,,Giant waterbeads,50 gram,Rp 8.800,4,,,,,,,
955,2004227MFRP869,Selesai,Cat lukis,"Merah,20ml",Rp 5.600,1,0.0,Rp 0,Rp 31.400,nurukalumidyaerponis,KOTA DEPOK,2020-04-22 20:48,2020-04-22 20:48
956,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
957,,,Cat lukis,"Biru muda,20ml",Rp 5.600,1,,,,,,,
958,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
959,,,Giant waterbeads,50 gram,Rp 8.800,1,,,,,,,
960,2004237XQBP29Q,Selesai,Cat lukis,"Merah,20ml",Rp 5.600,1,0.0,Rp 0,Rp 49.200,ivanamaulidia,KOTA BEKASI,2020-04-22 23:52,2020-04-22 23:51
961,,,Cat lukis,"Biru,20ml",Rp 5.600,1,,,,,,,
962,,,Cat lukis,"Ungu,20ml",Rp 5.800,1,,,,,,,
963,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
964,,,Giant waterbeads,50 gram,Rp 8.800,3,,,,,,,
965,2004238JDCN1MT,Batal,Cat lukis,"Merah,20ml",Rp 5.600,1,24.0,Rp 10.000,Rp 38.376,liyachreezztyn,KOTA BEKASI,-,2020-04-23 05:44
966,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
967,,,Cat lukis,"Biru muda,20ml",Rp 5.600,1,,,,,,,
968,,,Cat lukis,"Violet,20ml",Rp 5.800,1,,,,,,,
969,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
970,2004238QTRDMHB,Selesai,Cat lukis,"Merah,20ml",Rp 5.600,1,0.0,Rp 10.000,Rp 38.400,jfellie,KOTA TANGERANG SELATAN,2020-04-23 07:21,2020-04-23 07:21
971,,,Cat lukis,"Orange,20ml",Rp 5.800,1,,,,,,,
972,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
973,,,Cat lukis,"Biru,20ml",Rp 5.600,1,,,,,,,
974,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
975,2004238VQSQHUG,Selesai,Cat lukis,"Merah,80ml",Rp 16.500,1,0.0,Rp 0,Rp 49.500,ayuwandira348,KAB. TANGERANG,2020-04-23 08:49,2020-04-23 08:49
976,,,Cat lukis,"Kuning,80ml",Rp 16.500,1,,,,,,,
977,,,Cat lukis,"Biru muda,80ml",Rp 16.500,1,,,,,,,
978,2004238XMS741D,Selesai,Cat lukis,"Pink,20ml",Rp 5.800,1,8544.0,Rp 0,Rp 74.656,apa13,KOTA JAKARTA SELATAN,2020-04-23 09:23,2020-04-23 09:23
979,,,Cat lukis,"Biru muda,20ml",Rp 5.600,1,,,,,,,
980,,,Cat lukis,"Violet,20ml",Rp 5.800,1,,,,,,,
981,,,Cat lukis,"Merah,80ml",Rp 16.500,1,,,,,,,
982,,,Cat lukis,"Kuning,80ml",Rp 16.500,1,,,,,,,
983,,,Cat lukis,"Biru,80ml",Rp 16.500,1,,,,,,,
984,,,Cat lukis,"Hijau,80ml",Rp 16.500,1,,,,,,,
985,20042390NG11P3,Selesai,Cat lukis,"Merah,80ml",Rp 16.500,1,0.0,Rp 10.000,Rp 59.500,cindyimmaprastica,KOTA TANGERANG,2020-04-23 10:01,2020-04-23 09:59
986,,,Cat lukis,"Kuning,80ml",Rp 16.500,1,,,,,,,
987,,,Cat lukis,"Biru,80ml",Rp 16.500,1,,,,,,,
988,200423963TUR61,Selesai,Cat lukis,"Orange,20ml",Rp 5.800,1,0.0,Rp 10.000,Rp 95.400,pichimaruci,KOTA JAKARTA PUSAT,2020-04-23 11:38,2020-04-23 11:36
989,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
990,,,Instant snow,,Rp 6.000,2,,,,,,,
991,,,Busy jar,,Rp 37.000,1,,,,,,,
992,,,Scooper scissors,,Rp 25.000,1,,,,,,,
