,No. Pesanan,Status Pesanan,Nama Produk,Nama Variasi,Harga Setelah Diskon,Jumlah,Potongan Koin Shopee,Ongkos Kirim Dibayar oleh Pembeli,Total Pembayaran,Username (Pembeli),Kota/Kabupaten,Waktu Pembayaran,Pesanan Dibuat
2451,2006063QCKS0CS,Selesai,Montessori tray,Tray besar saja,Rp 30.000,1,0.0,Rp 0,Rp 30.000,lia_kawaii12,KOTA JAKARTA BARAT,2020-06-06 14:36,2020-06-06 14:36
2452,2006063QDE8281,Selesai,Animal play,Aquamarine,Rp 61.000,1,0.0,Rp 2.000,Rp 147.500,niscala180392,KAB. BANDUNG,2020-06-07 13:47,2020-06-06 14:37
2453,,,Animal play,Animal forest,Rp 62.000,1,,,,,,,
2454,,,Montessori tray,Tray besar saja,Rp 30.000,1,,,,,,,
2455,2006063S6NG105,Selesai,Montessori tray,Tray besar saja,Rp 30.000,1,3002.0,Rp 0,Rp 97.998,elenafatima,KOTA JAKARTA SELATAN,2020-06-06 15:09,2020-06-06 15:09
2456,,,Montessori tray,Spoon dan bowl only,Rp 25.000,1,,,,,,,
2457,,,Montessori tray,Kecil,Rp 23.000,2,,,,,,,
2458,2006064728RWSJ,Selesai,Animal play,Aquamarine,Rp 61.000,1,101.0,Rp 0,Rp 60.899,sabella.kale.derec,KAB. KARAWANG,2020-06-06 19:17,2020-06-06 19:17
2459,2006064974VGKA,Selesai,50-100pcs pompom,"100pcs,2,2cm",Rp 27.500,1,0.0,Rp 0,Rp 75.500,ameliamargaretasolim,KOTA JAKARTA UTARA,2020-06-06 19:55,2020-06-06 19:55
2460,,,Coding and,,Rp 48.000,1,,,,,,,
2461,20060649UR1U36,Selesai,50-100pcs pompom,"50pcs,2,2cm",Rp 14.000,1,0.0,Rp 0,Rp 14.000,febbykp93,KOTA SURABAYA,2020-06-06 20:07,2020-06-06 20:07
2462,2006064FB90YYM,Selesai,Giant waterbeads,50 gram,Rp 10.500,1,0.0,Rp 0,Rp 10.500,hellolulla,KOTA BANDUNG,2020-06-06 21:45,2020-06-06 21:45
2463,2006074NM3UQJ4,Selesai,Feed the,Bear,Rp 10.000,1,0.0,Rp 0,Rp 20.000,adriarsiwi,KOTA BANDUNG,2020-06-06 23:37,2020-06-06 23:37
2464,,,Feed the,Seahorse,Rp 10.000,1,,,,,,,
2465,2006074P229XC7,Selesai,Cat lukis,"Orange,20ml",Rp 5.800,1,0.0,Rp 0,Rp 11.400,hillaryclarencerosli,KOTA BANDUNG,2020-06-06 23:47,2020-06-06 23:45
2466,,,Cat lukis,"Putih,20ml",Rp 5.600,1,,,,,,,
2467,20060750S4UAF8,Batal,Cat lukis,"Merah,20ml",Rp 5.900,1,12188.0,Rp 20.000,Rp 120.391,medinaadistya,KOTA JAKARTA BARAT,-,2020-06-07 02:57
2468,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
2469,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
2470,,,Sort the,Pompom - ulat,Rp 70.500,1,,,,,,,
2471,,,Kanvas lukis,,Rp 12.500,1,,,,,,,
2472,,,Giant waterbeads,50 gram,Rp 10.500,1,,,,,,,
2473,20060760BC9YHS,Selesai,Sort the,Waterbeads - ulat,Rp 68.500,1,0.0,Rp 0,Rp 85.025,audrieadrianasanova,KOTA TANGERANG SELATAN,2020-06-07 12:22,2020-06-07 12:22
2474,,,Giant waterbeads,50 gram,Rp 10.500,2,,,,,,,
2475,2006076B0NSJAE,Selesai,DIY metamorfosis,,Rp 38.000,1,0.0,Rp 10.000,Rp 48.000,aslimasadillah,KOTA JAKARTA SELATAN,2020-06-07 15:34,2020-06-07 15:33
2476,2006076G14RY9G,Selesai,Mathematical Intelligence,,Rp 41.000,1,0.0,Rp 9.000,Rp 49.950,syarif1209,KAB. BEKASI,2020-06-07 17:23,2020-06-07 17:02
2477,2006076RMQ7FQY,Selesai,DIY metamorfosis,,Rp 38.000,1,0.0,Rp 10.000,Rp 113.000,vidyarejeki,KOTA JAKARTA SELATAN,2020-06-07 19:39,2020-06-07 19:37
2478,,,Wipe and,,Rp 65.000,1,,,,,,,
2479,2006076S058HCK,Selesai,Cat lukis,"Merah,20ml",Rp 5.900,1,0.0,Rp 18.000,Rp 77.300,sumberjaya87official,KOTA JAKARTA PUSAT,2020-06-07 20:06,2020-06-07 19:43
2480,,,Cat lukis,"Orange,20ml",Rp 5.800,1,,,,,,,
2481,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
2482,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
2483,,,Cat lukis,"Hitam,20ml",Rp 5.600,1,,,,,,,
2484,,,Cat lukis,"Putih,20ml",Rp 5.600,1,,,,,,,
2485,,,Kanvas lukis,,Rp 12.500,2,,,,,,,
2486,2006076T9WN6GA,Selesai,Cat lukis,"Pink,20ml",Rp 5.500,1,0.0,Rp 18.000,Rp 190.000,tarina.ab,KOTA JAKARTA TIMUR,2020-06-07 20:08,2020-06-07 20:06
2487,,,Cat lukis,"Merah,80ml",Rp 17.500,1,,,,,,,
2488,,,Cat lukis,"Orange,80ml",Rp 17.000,1,,,,,,,
2489,,,Cat lukis,"Kuning,80ml",Rp 16.500,1,,,,,,,
2490,,,Cat lukis,"Biru muda,80ml",Rp 16.500,1,,,,,,,
2491,,,Cat lukis,"Hijau,80ml",Rp 16.500,1,,,,,,,
2492,,,Cat lukis,"Coklat,80ml",Rp 16.500,1,,,,,,,
2493,,,Coding and,,Rp 48.000,1,,,,,,,
2494,,,Sponge brush,Flower,Rp 18.000,1,,,,,,,
2495,2006087TE0350X,Batal,Montessori tray,Kecil,Rp 23.000,2,0.0,Rp 10.000,Rp 63.675,susan238,KOTA JAKARTA SELATAN,-,2020-06-08 05:41
2496,,,Giant waterbeads,50 gram,Rp 10.500,1,,,,,,,
2497,2006088CEBK059,Selesai,Animal play,Animal forest,Rp 62.000,1,374.0,Rp 0,Rp 79.626,cheacea,KOTA JAKARTA BARAT,2020-06-08 11:04,2020-06-08 11:04
2498,,,Sponge brush,Flower,Rp 18.000,1,,,,,,,
2499,2006088QQUJ8T1,Selesai,Cat lukis,"Merah,20ml",Rp 5.900,1,0.0,Rp 0,Rp 51.000,firafirdaus86,KOTA JAKARTA UTARA,2020-06-08 14:26,2020-06-08 14:26
2500,,,Cat lukis,"Pink,20ml",Rp 5.500,1,,,,,,,
2501,,,Cat lukis,"Orange,20ml",Rp 5.800,1,,,,,,,
2502,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
2503,,,Cat lukis,"Biru muda,20ml",Rp 5.600,1,,,,,,,
2504,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
2505,,,Cat lukis,"Hitam,20ml",Rp 5.600,1,,,,,,,
2506,,,Cat lukis,"Putih,20ml",Rp 5.600,1,,,,,,,
2507,,,Cat lukis,"Coklat,20ml",Rp 5.600,1,,,,,,,
2508,2006089DMP7E70,Selesai,Cat lukis,"Merah,20ml",Rp 5.900,1,206.0,Rp 24.000,Rp 231.294,asyrafanzila,KAB. KULON PROGO,2020-06-08 20:58,2020-06-08 20:58
2509,,,Cat lukis,"Orange,20ml",Rp 5.800,1,,,,,,,
2510,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
2511,,,Coding and,,Rp 48.000,1,,,,,,,
2512,,,Kanvas lukis,,Rp 12.500,2,,,,,,,
2513,,,Giant waterbeads,50 gram,Rp 10.500,2,,,,,,,
2514,,,Feed the,Bear,Rp 10.000,1,,,,,,,
2515,,,Wipe and,,Rp 38.000,1,,,,,,,
2516,,,Sponge brush,Roller,Rp 35.000,1,,,,,,,
2517,,,Sponge brush,Flower,Rp 18.000,1,,,,,,,
2518,2006089DU06E3G,Selesai,Cat lukis,"Merah,20ml",Rp 5.900,1,0.0,Rp 18.000,Rp 88.400,syamsyahlaa,KOTA BEKASI,2020-06-08 22:32,2020-06-08 21:01
2519,,,Cat lukis,"Pink,20ml",Rp 5.500,1,,,,,,,
2520,,,Cat lukis,"Orange,20ml",Rp 5.800,1,,,,,,,
2521,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
2522,,,Cat lukis,"Biru muda,20ml",Rp 5.600,1,,,,,,,
2523,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
2524,,,Cat lukis,"Hitam,20ml",Rp 5.600,1,,,,,,,
2525,,,Cat lukis,"Coklat,20ml",Rp 5.600,1,,,,,,,
2526,,,Kanvas lukis,,Rp 12.500,2,,,,,,,
2527,2006089FMUNKU4,Batal,Kanvas lukis,,Rp 12.500,1,0.0,Rp 9.000,Rp 23.500,duaenam02,KAB. BEKASI,-,2020-06-08 21:34
2528,2006089K2YEQ5F,Selesai,Sort the,Pompom - ulat,Rp 70.500,1,0.0,Rp 3.000,Rp 156.310,pandhu87,KAB. CILACAP,2020-06-08 22:37,2020-06-08 22:35
2529,,,DIY metamorfosis,,Rp 38.000,1,,,,,,,
2530,,,Giant waterbeads,50 gram,Rp 10.500,1,,,,,,,
2531,,,Busy jar,,Rp 37.000,1,,,,,,,
2532,200609AFD6D29B,Selesai,Giant waterbeads,50 gram,Rp 10.500,5,0.0,Rp 25.000,Rp 77.500,vivimartien,KOTA PALEMBANG,2020-06-09 07:10,2020-06-09 07:02
2533,200609AQAF32PS,Selesai,Kanvas lukis,,Rp 16.450,6,0.0,Rp 17.000,Rp 115.700,13evie,KOTA JAKARTA PUSAT,2020-06-09 09:26,2020-06-09 09:24
2534,200609B2GXFUFE,Selesai,Instant snow,,Rp 6.000,4,0.0,Rp 0,Rp 126.450,nikens48,KOTA JAKARTA SELATAN,2020-06-09 12:44,2020-06-09 12:44
2535,,,Kanvas lukis,,Rp 16.450,1,,,,,,,
2536,,,Montessori tray,Spoon dan bowl only,Rp 25.000,2,,,,,,,
2537,,,Montessori tray,Kecil,Rp 23.000,1,,,,,,,
2538,,,Sponge brush,Flower,Rp 18.000,1,,,,,,,
2539,200609BAXGS21S,Batal,Animal play,Aquamarine,Rp 61.000,1,0.0,Rp 15.000,Rp 76.000,yumacollection,KOTA PALEMBANG,-,2020-06-09 15:15
2540,200610C636ERB9,Selesai,Animal play,Aquamarine,Rp 61.000,1,0.0,Rp 0,Rp 57.950,yuliani047,KOTA TANGERANG,2020-06-09 23:21,2020-06-09 23:21
2541,200610C63MMPWS,Selesai,Cat lukis,"Pink,20ml",Rp 5.500,1,0.0,Rp 0,Rp 52.800,anisahfauziyyah22,KOTA DEPOK,2020-06-09 23:21,2020-06-09 23:21
2542,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
2543,,,Cat lukis,"Biru muda,20ml",Rp 5.600,1,,,,,,,
2544,,,Cat lukis,"Putih,20ml",Rp 5.600,1,,,,,,,
2545,,,Kanvas lukis,,Rp 12.500,1,,,,,,,
2546,,,Sponge brush,Flower,Rp 18.000,1,,,,,,,
2547,200610CC47H8CX,Selesai,50-100pcs pompom,"50pcs,2,2cm",Rp 14.000,1,0.0,Rp 0,Rp 82.500,medinaadistya,KOTA JAKARTA BARAT,2020-06-10 01:09,2020-06-10 01:09
2548,,,Sort the,Waterbeads - ulat,Rp 68.500,1,,,,,,,
2549,200610CVTA3P4A,Selesai,Coding and,,Rp 48.000,1,0.0,Rp 9.000,Rp 160.000,nadyafildza,KOTA JAKARTA BARAT,2020-06-10 06:07,2020-06-10 06:07
2550,,,Wipe and,,Rp 38.000,1,,,,,,,
2551,,,Wipe and,,Rp 65.000,1,,,,,,,
2552,200610D1SUVB05,Batal,Animal play,Aquamarine,Rp 61.000,1,0.0,Rp 38.000,Rp 99.000,rodiyatini,KAB. LAHAT,-,2020-06-10 07:36
2553,200610D2D8X3WY,Selesai,Montessori tray,Kecil,Rp 23.000,2,0.0,Rp 10.000,Rp 56.000,lidyasieto25,KOTA TANGERANG,2020-06-10 07:48,2020-06-10 07:47
2554,200610D66PYK0H,Selesai,Cat lukis,"Merah,20ml",Rp 5.900,6,0.0,Rp 33.000,Rp 240.400,zahra8899,KOTA JAKARTA SELATAN,2020-06-10 18:05,2020-06-10 08:55
2555,,,Cat lukis,"Kuning,20ml",Rp 5.600,6,,,,,,,
2556,,,Cat lukis,"Biru muda,20ml",Rp 5.600,6,,,,,,,
2557,,,Cat lukis,"Hijau,20ml",Rp 5.800,6,,,,,,,
2558,,,Kanvas lukis,,Rp 12.500,6,,,,,,,
2559,200610D6JF2S6N,Selesai,Cat lukis,"Merah,20ml",Rp 5.900,1,2923.0,Rp 10.000,Rp 47.977,ilavii,KAB. TANGERANG,2020-06-10 09:02,2020-06-10 09:02
2560,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
2561,,,Cat lukis,"Biru muda,20ml",Rp 5.600,1,,,,,,,
2562,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
2563,,,Sponge brush,Flower,Rp 18.000,1,,,,,,,
2564,200610D6VUD25V,Selesai,Kanvas lukis,,Rp 12.000,10,0.0,Rp 34.000,Rp 154.000,anggiyue,KOTA TANGERANG SELATAN,2020-06-10 09:09,2020-06-10 09:08
2565,200610DF7C5746,Selesai,Sort the,Pompom - ulat,Rp 70.500,1,1815.0,Rp 0,Rp 65.160,anna.ruslan,KOTA JAKARTA SELATAN,2020-06-10 11:37,2020-06-10 11:37
2566,200610DJUVGRYB,Selesai,Sort the,Pompom - ulat,Rp 70.500,1,0.0,Rp 25.000,Rp 111.925,melwulan,KOTA PEKANBARU,2020-06-10 12:44,2020-06-10 12:42
2567,,,Giant waterbeads,50 gram,Rp 10.500,2,,,,,,,
2568,200610E2Q7DPDM,Selesai,Instant snow,,Rp 6.000,9,2349.0,Rp 5.000,Rp 56.651,ela.hayati04,KOTA TASIKMALAYA,2020-06-10 17:26,2020-06-10 17:26
2569,200610E2VWHT36,Selesai,Animal play,Aquamarine,Rp 61.000,1,0.0,Rp 15.000,Rp 86.500,yumacollection,KOTA PALEMBANG,2020-06-10 17:31,2020-06-10 17:29
2570,,,Giant waterbeads,50 gram,Rp 10.500,1,,,,,,,
2571,200610EEN25DW3,Selesai,Animal play,Aquamarine,Rp 61.000,1,0.0,Rp 0,Rp 67.450,reni_widi,KOTA JAKARTA SELATAN,2020-06-10 20:59,2020-06-10 20:59
2572,,,Feed the,Dino,Rp 10.000,1,,,,,,,
2573,200610EF2K5UQA,Selesai,Cat lukis,"Merah,20ml",Rp 5.900,1,0.0,Rp 0,Rp 98.300,novitambun.,KOTA JAKARTA SELATAN,2020-06-10 21:07,2020-06-10 21:07
2574,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
2575,,,Cat lukis,"Biru muda,20ml",Rp 5.600,1,,,,,,,
2576,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
2577,,,50-100pcs pompom,"50pcs,2,2cm",Rp 14.000,1,,,,,,,
2578,,,Kanvas lukis,,Rp 16.450,2,,,,,,,
2579,,,Giant waterbeads,50 gram,Rp 10.500,1,,,,,,,
2580,,,Sponge brush,Flower,Rp 18.000,1,,,,,,,
2581,200611FVNUKW1U,Batal,Kanvas lukis,,Rp 12.500,1,0.0,Rp 9.000,Rp 23.500,duaenam02,KAB. BEKASI,-,2020-06-11 10:43
2582,200611G57S279H,Batal,Cat lukis,"Merah,20ml",Rp 5.900,1,0.0,Rp 18.000,Rp 250.400,prameswarietari,KAB. BOGOR,-,2020-06-11 13:16
2583,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
2584,,,Cat lukis,"Biru muda,20ml",Rp 5.600,1,,,,,,,
2585,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
2586,,,50-100pcs pompom,"50pcs,2,2cm",Rp 14.000,1,,,,,,,
2587,,,Instant snow,,Rp 6.000,2,,,,,,,
2588,,,DIY metamorfosis,,Rp 38.000,2,,,,,,,
2589,,,Animal play,Animal forest,Rp 62.000,1,,,,,,,
2590,,,Giant waterbeads,50 gram,Rp 10.500,1,,,,,,,
2591,,,Sponge brush,Roller,Rp 35.000,1,,,,,,,
2592,200611G5WNQND4,Selesai,Cat lukis,"Merah,20ml",Rp 5.900,1,0.0,Rp 0,Rp 34.200,umbaw,KAB. KARAWANG,2020-06-11 13:59,2020-06-11 13:28
2593,,,Cat lukis,"Pink,20ml",Rp 5.500,1,,,,,,,
2594,,,Cat lukis,"Orange,20ml",Rp 5.800,1,,,,,,,
2595,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
2596,,,Cat lukis,"Biru muda,20ml",Rp 5.600,1,,,,,,,
2597,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
2598,200612HYD7FY79,Selesai,Sort the,Waterbeads - ulat,Rp 68.500,1,72.0,Rp 1.000,Rp 66.003,nisaruri,KAB. BANDUNG,2020-06-12 06:37,2020-06-12 06:37
2599,200612J0TW9YQ5,Selesai,Instant snow,,Rp 6.000,4,0.0,Rp 10.000,Rp 58.550,iffsabo,KOTA DEPOK,2020-06-12 08:35,2020-06-12 07:02
2600,,,Montessori tray,Spoon dan bowl only,Rp 25.000,1,,,,,,,
2601,200612J5YDRHBE,Batal,Kanvas lukis,,Rp 12.500,3,0.0,Rp 20.000,Rp 57.719,windranu,KOTA SERANG,-,2020-06-12 08:34
2602,200612J6G7GEK2,Selesai,Cat lukis,"Merah,20ml",Rp 5.900,1,0.0,Rp 20.000,Rp 116.900,farsia,KOTA BEKASI,2020-06-12 08:46,2020-06-12 08:44
2603,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
2604,,,Cat lukis,"Biru muda,20ml",Rp 5.600,1,,,,,,,
2605,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
2606,,,50-100pcs pompom,"50pcs,2,2cm",Rp 14.000,1,,,,,,,
2607,,,Kanvas lukis,,Rp 12.500,2,,,,,,,
2608,,,Sponge brush,Roller,Rp 35.000,1,,,,,,,
2609,200612JJ98J3V1,Batal,Coding and,,Rp 48.000,1,571.0,Rp 17.000,Rp 162.429,ana_krisna071186,KOTA JAKARTA TIMUR,-,2020-06-12 12:15
2610,,,Wipe and,,Rp 38.000,1,,,,,,,
2611,,,Wipe and,,Rp 65.000,1,,,,,,,
2612,200612JJF4J1PP,Batal,Coding and,,Rp 48.000,1,0.0,Rp 20.000,Rp 234.950,ana_krisna071186,KOTA JAKARTA TIMUR,-,2020-06-12 12:18
2613,,,Kanvas lukis,,Rp 16.450,1,,,,,,,
2614,,,Kanvas lukis,,Rp 12.500,1,,,,,,,
2615,,,Wipe and,,Rp 38.000,1,,,,,,,
2616,,,Sponge brush,Roller,Rp 35.000,1,,,,,,,
2617,,,Wipe and,,Rp 65.000,1,,,,,,,
2618,200612JJQTNJA6,Selesai,Coding and,,Rp 48.000,1,0.0,Rp 2.000,Rp 216.950,ana_krisna071186,KOTA JAKARTA TIMUR,2020-06-12 12:23,2020-06-12 12:23
2619,,,Kanvas lukis,,Rp 16.450,1,,,,,,,
2620,,,Kanvas lukis,,Rp 12.500,1,,,,,,,
2621,,,Wipe and,,Rp 38.000,1,,,,,,,
2622,,,Sponge brush,Roller,Rp 35.000,1,,,,,,,
2623,,,Wipe and,,Rp 65.000,1,,,,,,,
2624,200612JMCXHN29,Selesai,Deli washable,,Rp 59.500,1,0.0,Rp 10.000,Rp 66.525,nita.arfata,KOTA JAKARTA TIMUR,2020-06-12 12:55,2020-06-12 12:53
2625,200612JMFU03XW,Selesai,Kanvas lukis,,Rp 12.500,3,0.0,Rp 20.000,Rp 57.500,nadia.rusdi,KAB. BOGOR,2020-06-12 12:54,2020-06-12 12:54
2626,200612KJ3HPMGY,Batal,Kanvas lukis,,Rp 16.450,3,0.0,Rp 17.000,Rp 66.350,nidiab,KOTA JAKARTA TIMUR,-,2020-06-12 21:44
2627,200613KR5EE5TN,Batal,Cat lukis,"Merah,20ml",Rp 5.900,1,4504.0,Rp 10.000,Rp 64.016,liliyen29,KOTA JAKARTA TIMUR,-,2020-06-12 23:33
2628,,,Cat lukis,"Pink,20ml",Rp 5.500,1,,,,,,,
2629,,,Cat lukis,"Orange,20ml",Rp 5.800,1,,,,,,,
2630,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
2631,,,Cat lukis,"Kuning,80ml",Rp 16.500,1,,,,,,,
2632,,,Cat lukis,"Biru muda,80ml",Rp 16.500,1,,,,,,,
2633,,,Cat lukis,"Hitam,20ml",Rp 5.600,1,,,,,,,
2634,200613M8PYUMK7,Selesai,50-100pcs pompom,"100pcs,2,2cm",Rp 27.500,1,0.0,Rp 0,Rp 171.870,rinatan88,KAB. TANGERANG,2020-06-13 04:30,2020-06-13 04:29
2635,,,Sort the,Pompom - ulat,Rp 70.500,1,,,,,,,
2636,,,Animal play,Fish,Rp 49.500,1,,,,,,,
2637,,,Giant waterbeads,50 gram,Rp 10.500,2,,,,,,,
2638,200613MGU1PPR9,Selesai,Sort the,Pompom - ulat,Rp 70.500,1,108.0,Rp 0,Rp 149.392,bunyooo,KOTA JAKARTA SELATAN,2020-06-13 06:54,2020-06-13 06:54
2639,,,Coding and,,Rp 48.000,1,,,,,,,
2640,,,Giant waterbeads,50 gram,Rp 10.500,2,,,,,,,
2641,,,Feed the,Dino,Rp 10.000,1,,,,,,,
2642,200613N0HY1JSJ,Selesai,Kanvas lukis,,Rp 12.500,6,0.0,Rp 30.000,Rp 105.000,frant_fie,KOTA TANGERANG,2020-06-13 11:36,2020-06-13 11:35
2643,200613NETWVSQW,Selesai,Cat lukis,"Merah,20ml",Rp 5.900,1,15.0,Rp 25.000,Rp 136.985,elita_kusumawati,KOTA PADANG,2020-06-13 15:51,2020-06-13 15:51
2644,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
2645,,,Cat lukis,"Biru muda,20ml",Rp 5.600,1,,,,,,,
2646,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
2647,,,Cat lukis,"Coklat,20ml",Rp 5.600,1,,,,,,,
2648,,,Animal play,Dino,Rp 53.500,1,,,,,,,
2649,,,Sponge brush,Roller,Rp 35.000,1,,,,,,,
2650,200613P6HVC0NF,Selesai,Giant waterbeads,"Jumbo/giant,25 gram",Rp 12.500,10,1739.0,Rp 17.000,Rp 140.261,jessicasartika,KOTA JAKARTA UTARA,2020-06-13 22:56,2020-06-13 22:55
2651,200614PEP9JVDU,Selesai,Coding and,,Rp 48.000,1,0.0,Rp 10.000,Rp 58.000,leesa_245,KOTA TANGERANG SELATAN,2020-06-14 01:21,2020-06-14 01:21
2652,200614PSHHR4G7,Selesai,Instant snow,,Rp 6.000,5,5.0,Rp 9.000,Rp 51.495,cindyclaudiacandradinata,KOTA BEKASI,2020-06-14 04:35,2020-06-14 04:35
2653,,,Giant waterbeads,"Jumbo/giant,25 gram",Rp 12.500,1,,,,,,,
2654,200614Q26F83F3,Selesai,Kanvas lukis,,Rp 16.450,3,0.0,Rp 17.000,Rp 66.350,nidiab,KOTA JAKARTA TIMUR,2020-06-14 09:07,2020-06-14 07:10
2655,200614Q3ETKU3Y,Selesai,Cat lukis,"Merah,80ml",Rp 17.500,1,0.0,Rp 10.000,Rp 278.000,shofa_111008,KAB. CIREBON,2020-06-14 07:33,2020-06-14 07:33
2656,,,Cat lukis,"Kuning,80ml",Rp 16.500,1,,,,,,,
2657,,,Cat lukis,"Hijau,80ml",Rp 16.500,1,,,,,,,
2658,,,Sort the,Pompom - ulat,Rp 70.500,1,,,,,,,
2659,,,Coding and,,Rp 48.000,1,,,,,,,
2660,,,Animal play,Aquamarine,Rp 61.000,1,,,,,,,
2661,,,Wipe and,,Rp 38.000,1,,,,,,,
2662,200614QA2060YC,Selesai,Cat lukis,"Merah,20ml",Rp 5.900,1,0.0,Rp 2.000,Rp 60.900,meggamegga,KOTA BANDUNG,2020-06-15 08:25,2020-06-14 09:31
2663,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
2664,,,Cat lukis,"Biru muda,20ml",Rp 5.600,1,,,,,,,
2665,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
2666,,,Giant waterbeads,"Standar,50 gram",Rp 11.000,1,,,,,,,
2667,,,Giant waterbeads,"Jumbo/giant,25 gram",Rp 12.500,2,,,,,,,
2668,200614QF7QBT78,Selesai,Sort the,Pompom - ulat,Rp 70.500,1,0.0,Rp 0,Rp 101.500,riamarambe,KOTA JAKARTA TIMUR,2020-06-14 11:04,2020-06-14 11:03
2669,,,Instant snow,,Rp 6.000,1,,,,,,,
2670,,,Kanvas lukis,,Rp 12.500,1,,,,,,,
2671,,,Giant waterbeads,"Jumbo/giant,25 gram",Rp 12.500,1,,,,,,,
2672,200614QUAAPCV5,Selesai,Instant snow,,Rp 6.000,2,0.0,Rp 18.000,Rp 100.175,msgraciaroselle,KOTA DENPASAR,2020-06-14 14:40,2020-06-14 14:40
2673,,,Animal play,Fish,Rp 49.500,1,,,,,,,
2674,,,Giant waterbeads,"Jumbo/giant,25 gram",Rp 12.500,2,,,,,,,
2675,200614QY3UED6P,Batal,Giant waterbeads,"Jumbo/giant,25 gram",Rp 12.500,2,0.0,Rp 10.000,Rp 35.000,deaneumboh,KOTA JAKARTA UTARA,-,2020-06-14 15:48
2676,200614R2XU676V,Selesai,Giant waterbeads,"Standar,50 gram",Rp 11.000,3,6130.0,Rp 21.000,Rp 85.370,melindasoesanto,KAB. SITUBONDO,2020-06-14 16:57,2020-06-14 16:56
2677,,,Giant waterbeads,"Jumbo/giant,25 gram",Rp 12.500,3,,,,,,,
2678,200614R9D0YC73,Selesai,Giant waterbeads,"Jumbo/giant,25 gram",Rp 12.500,4,0.0,Rp 0,Rp 50.000,olivialuffy,KOTA JAKARTA BARAT,2020-06-14 18:52,2020-06-14 18:52
2679,200614RAFP5G4T,Selesai,Animal play,Aquamarine,Rp 61.000,1,0.0,Rp 9.000,Rp 96.425,nidessia,KOTA TANGERANG,2020-06-14 19:13,2020-06-14 19:11
2680,,,Giant waterbeads,"Jumbo/giant,25 gram",Rp 12.500,2,,,,,,,
2681,200614RGGGG5GV,Selesai,Deli washable,,Rp 59.500,1,1790.0,Rp 0,Rp 57.710,inezashop,KOTA DEPOK,2020-06-14 20:59,2020-06-14 20:59
2682,200615RSWDBPFB,Selesai,Deli washable,,Rp 59.500,1,0.0,Rp 0,Rp 56.525,dian230479,KOTA BOGOR,2020-06-14 23:47,2020-06-14 23:47
2683,200615SWWQMYA9,Selesai,Cat lukis,"Merah,80ml",Rp 17.500,1,10332.0,Rp 0,Rp 66.618,8461.5500,KOTA JAKARTA BARAT,2020-06-15 10:32,2020-06-15 10:32
2684,,,Cat lukis,"Kuning,80ml",Rp 16.500,1,,,,,,,
2685,,,Cat lukis,"Biru muda,80ml",Rp 16.500,1,,,,,,,
2686,,,Instant snow,,Rp 6.000,3,,,,,,,
2687,,,Giant waterbeads,"Jumbo/giant,25 gram",Rp 12.500,1,,,,,,,
2688,200615T3WD6S6A,Selesai,Instant snow,,Rp 6.000,3,182.0,Rp 19.000,Rp 47.793,fannykoe,KOTA SURABAYA,2020-06-15 12:19,2020-06-15 12:19
2689,,,Giant waterbeads,"Jumbo/giant,25 gram",Rp 12.500,1,,,,,,,
2690,200615TEV50VF6,Selesai,Mathematical Intelligence,,Rp 41.000,1,0.0,Rp 10.000,Rp 110.000,rebeccastphn,KOTA TANGERANG,2020-06-15 15:35,2020-06-15 15:35
2691,,,Cat lukis,"Merah,20ml",Rp 5.900,1,,,,,,,
2692,,,Cat lukis,"Pink,20ml",Rp 5.500,1,,,,,,,
2693,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
2694,,,Cat lukis,"Biru muda,20ml",Rp 5.600,1,,,,,,,
